;caption;rating;timestamp
228;Wir kommen seit Jahren zu euch, aber heute war es noch leckerer als sonst. Alles perfekt abgestimmt und die Fritten sind endlich knusprig…… ein kleines „Aber“: die Musik ist gruselig…. Könnt ihr nicht Filmmusik spielen??? Das würde so …;5.0;2022-02-27 20:30:02.891958
229;;5.0;2022-02-27 20:30:02.891973
230;;5.0;2022-02-27 20:30:08.598481
231;;5.0;2022-02-27 20:30:08.598542
232;Freundlicher Service, super leckeres Essen  (Translated by Google) Friendly service, super delicious food;5.0;2022-02-27 20:30:08.598558
233;Einer meiner liebsten Burgerläden überhaupt, die Auswahl an Pattys sowie die vielseitigen und einzigartigen Burger sind immer mit Liebe zubereitet. Die Kellner sind immer freundlich und zuvorkommend, selbst wenn es mal etwas …;5.0;2022-02-27 20:30:08.598574
234;Mashallah bester Burgerladen, Kellner sind voll süß und immer freundlich, Burger immer on Point & die Location ist sehr einladend & dope. 😩🤚🏻 …;5.0;2022-02-27 20:30:08.598588
235;Wir sind spontan, nach unserer Reise vom Flughafen in das Lokal gefahren. Dort angekommen hat uns die fancige Retro Einrichtung im 70er Jahre Stil sehr gefallen, vorallem die stylischen Bilder sind direkt ins Auge gefallen. Nachdem wir uns …;5.0;2022-02-27 20:30:08.598603
236;Super leckere Burger! Ausgefallene Karte + freundliches Personal.  (Translated by Google) …;5.0;2022-02-27 20:30:08.598618
237;;5.0;2022-02-27 20:30:08.598633
238;(Translated by Google) Fast attention, powerful and tasty hamburger. Very competitive price. …;5.0;2022-02-27 20:30:08.598648
239;;5.0;2022-02-27 20:30:08.598663
240;Wenn ich mehr als 5 Sterne geben könnte wäre es das mindeste was angebracht ist, die Leckersten Burger die ich je gegessen habe mit super Sauce und Beilagen, preis ist vollkommen gerechtfertigt, sehr entspannte Atmosphäre und freundliche …;5.0;2022-02-27 20:30:14.388613
241;They have so many options you won't know  what to choose, I would really recommend it .The burger is slightly different and quite delicious;5.0;2022-02-27 20:30:14.388683
242;Super burger  (Translated by Google) Great burgers;5.0;2022-02-27 20:30:14.388699
243;;4.0;2022-02-27 20:30:14.388714
244;(Translated by Google) Delicious burgers, but not very convenient that cash  (Original) …;5.0;2022-02-27 20:30:14.388730
245;Sehr gute Burger  (Translated by Google) Very good burgers;5.0;2022-02-27 20:30:14.388745
246;Die Burger sind klasse! Die Kellner sehr freundlich. Als ihnen ein Fehler bei der Bestellung unterlaufen war und wir 20 Minuten warten mussten, bekamen wir Beilagen umsonst dazu. Gerne wieder. …;5.0;2022-02-27 20:30:14.388760
247;;4.0;2022-02-27 20:30:14.388776
248;;5.0;2022-02-27 20:30:14.388791
249;;5.0;2022-02-27 20:30:14.388807
250;Die Burger sind wirklich gut. Die Auswahl ist echt umfangreich, da fällt die Entscheidung sehr schwer …;4.0;2022-02-27 20:30:25.737917
251;;3.0;2022-02-27 20:30:25.737995
252;;5.0;2022-02-27 20:30:25.738011
253;Sehr leckere Burger und Salate. Wir waren sehr zufrieden. Nur der KO Burger wird seinem Namen selbst in der höchsten Schärfestufe nicht gerecht. Es fehlt die Schärfe die einen umhaut, als Verbessung vlt Carolina Reaper Soße anbieten …;4.0;2022-02-27 20:30:25.738028
254;;5.0;2022-02-27 20:30:25.738043
255;Wir waren spontan da und alles war super. Die Burger sind sehr groß was aber auch bedeutet, dass es sehr schwierig war sie zu essen. Alles in allem aber lecker. Ich hatte den Burger mit Camembert und Preiselbeeren was eine tolle Kombination …;4.0;2022-02-27 20:30:25.738059
256;;5.0;2022-02-27 20:30:25.738076
257;;4.0;2022-02-27 20:30:25.738092
258;Super leckere Burger,super Service,kommen auf jeden Fall  wieder  (Translated by Google) Super delicious burgers, great service, will definitely be back;5.0;2022-02-27 20:30:25.738108
259;Ein ungewöhnlich dekoriertes Lokal mit extravaganten  Burgern, zB mit Kimchi oder mit gebratener Ananas. Alles schmeckte  sehr gut  gewürzt,  frisch, nicht so fettig - richtig  lecker! Sehr knusprige  Pommes und eine nicht zu süße hausgemachte  Limonade,  dazu freundlicher Service  - wirklich  sehr  zu empfehlen!  (Translated by Google) An unusually decorated restaurant with extravagant burgers, eg with kimchi or with fried pineapple. Everything tasted very well seasoned, fresh, not so greasy - really tasty! Very crispy fries and a not too sweet homemade lemonade, plus friendly service - really highly recommended!;5.0;2022-02-27 20:30:25.738124
260;One of the best eats I had in the Dusseldorf and Koln area.;4.0;2022-02-27 20:30:25.738140
261;Die Burgerauswahl ist gut, war aber schon deutlich größer. Leider sind auch die Preise deutlich gestiegen seit der letzten Berichterstattung auf touristikpresse.net weshalb es wohl auch diesmal nicht ganz so voll war …;4.0;2022-02-27 20:30:25.738157
262;;5.0;2022-02-27 20:30:25.738173
263;;5.0;2022-02-27 20:30:25.738190
264;Besuchsdatum 16.10.2021  Essen: Sehr guter Burger, preislich im gehobenen Mittelfeld. Die Pattys könnten …;5.0;2022-02-27 20:30:25.738206
265;Richtig richtig leckeres Essen, sehr freundliche Bedienung. Nur etwas schade, dass keine Kartenzahlung akzeptiert wird. Ansonsten absolut top! …;5.0;2022-02-27 20:30:25.738223
266;Sehr leckere Burger  (Translated by Google) Very tasty burgers;5.0;2022-02-27 20:30:25.738239
267;;5.0;2022-02-27 20:30:25.738256
268;Ich habe noch nie einen so leckeren Burger gegessen, die pommes waren auch der hammer, nur das Personal hätte etwas aufmerksamer sein können. …;5.0;2022-02-27 20:30:25.738272
269;Veganer Fleischersatz ist sooo gut!!!  (Translated by Google) Vegan meat substitute is sooo good!!!;4.0;2022-02-27 20:30:25.738290
270;(Translated by Google) Delicious burgers  (Original) Heerlijke burgers;5.0;2022-02-27 20:30:31.682932
271;Nach 25 Minuten drin sitzen ohne das dich ne Bedienung mit dem A…. Anschaut sind wir gegangen. Kommen nie wieder unfreundlich hoch 10 schlimmer gehts nicht …;1.0;2022-02-27 20:30:31.683014
272;Best burger in Düsseldorf, the staff is also super nice, friendly and tolerant.;5.0;2022-02-27 20:30:31.683032
273;;5.0;2022-02-27 20:30:31.683049
274;Nette und freundliche Bedienung und leckere Hamburger. Immer wieder gerne.  (Translated by Google) …;5.0;2022-02-27 20:30:31.683066
275;;4.0;2022-02-27 20:30:31.683082
276;;4.0;2022-02-27 20:30:31.683099
277;Sehr sehr lecker. Es ist für jeden was dabei. Das Patty wird medium angebraten ( auf Wunsch kann es auch well done ) gebraten werden. Die Pommes sind ein Highlight. Knusprig und super gewürzt. Nach einem Menü ist man auf jeden Fall satt. …;5.0;2022-02-27 20:30:31.683116
278;;5.0;2022-02-27 20:30:31.683133
279;;4.0;2022-02-27 20:30:31.683150
280;Die besten Burger überhaupt, vor allem die Kombo KO-Burger, Pommes, Chili-Mayo. Die Burger-Ketten kommen da nicht ran. Ich verlasse Space Burger immer mit einem spacigen Glücksgefühl. Auch die Einrichtung... nun ja, anders, aber mit der …;5.0;2022-02-27 20:30:43.875068
281;;2.0;2022-02-27 20:30:43.875159
282;Lecker lecker lecker Super Burger mega Pommes Nette Bedienung volle 5 Sterne 😍 …;5.0;2022-02-27 20:30:43.875178
283;;5.0;2022-02-27 20:30:43.875196
284;Mega lecker und freundliches Personal  (Translated by Google) Super tasty and friendly staff;5.0;2022-02-27 20:30:43.875214
285;Als ich in den Buger biss, spielten meine Geschmacksknospen verrückt. Ich war überfordert mit dem Geschmack dieses unfassbar guten Burger. Alles an diesem Laden ist einfach empfehlenswert, super Preisleistungsverhältnis, alles war seinen Preis mehr als nur Wert. Ich persönlich haben mein neues Lieblings Restaurant gefunden 👍👍👍🥰🥰  (Translated by Google) When I bit into the buger, my taste buds went crazy. I was overwhelmed by the taste of this incredibly good burger. Everything about this store is simply recommendable, great value for money, everything was more than worth its price. I personally have found my new favorite restaurant 👍👍👍🥰🥰;5.0;2022-02-27 20:30:43.875232
286;"Es ist mir unbegreiflich, wie ein Laden dieser Größe keine Kartenzahlung anbieten kann. Erst recht nach corona etc. Man landet zu zweit auf jeden Fall bei 30 Euro. Das ist absolut nicht mehr zeitgemäß. Falls sich das ändert, ändere ich gerne meine Bewertung.  Edit September 2021: immer noch keine Kartenzahlung, aber selbst nach einem Test, der derzeit Pflicht für das Betreten Restaurants von innen ist, wurde nicht gefragt. Als ich dann trotzdem mein Handy rausholen wollte, sagte der Kellner ""Ach komm, ist gut"".  (Translated by Google) I cannot understand how a shop of this size cannot offer card payment. Especially after corona etc. You end up with 30 euros for two. That is absolutely out of date. If that changes, I'll be happy to change my rating.  Edit September 2021: still no card payment, but even a test, which is currently mandatory for entering restaurants from the inside, was not asked. When I tried to get my cell phone out anyway, the waiter said ""Come on, it's good"".";1.0;2022-02-27 20:30:43.875250
287;Super burger  (Translated by Google) Great burgers;5.0;2022-02-27 20:30:43.875268
288;Sehr lecker  (Translated by Google) Delicious;5.0;2022-02-27 20:30:43.875286
289;;5.0;2022-02-27 20:30:43.875304
290;;5.0;2022-02-27 20:30:43.875322
291;;5.0;2022-02-27 20:30:43.875340
292;;5.0;2022-02-27 20:30:43.875359
293;Ein Dauerbrenner in der Altstadt,der sich trotz mittlerweile starker Burgerkonkurrenz nicht zu verstecken braucht.Geniale Burger,tolles Ambiente und sehr nettes Personal.Weiter so! …;5.0;2022-02-27 20:30:43.875377
294;Super große Auswahl an ausgefallenen Burgervariationen. Sehr viele auch vegetarisch oder vegan! Ich bin immer wieder begeistert! …;5.0;2022-02-27 20:30:43.875395
295;Cool;5.0;2022-02-27 20:30:43.875414
296;Wir sind eher spontan bei Space Burger eingekehrt, denn die Tische im Aussenbereich waren gerade frei, und da haben wir es einfach ausprobiert. Bereut haben wir es nicht. Die Auswahl an Burgern ist sehr groß, da sollte …;4.0;2022-02-27 20:30:43.875432
297;;3.0;2022-02-27 20:30:43.875451
298;Very suggestive place as soon as you get in there you will see! Perfect for a burger and beer with friends 😁 …;5.0;2022-02-27 20:30:43.875469
299;;5.0;2022-02-27 20:30:43.875488
300;Best burger ever. Real taste of homemade food.;5.0;2022-02-27 20:30:49.920020
301;"Außergewöhnliche Burger in hervorragender Qualität, auch auf der Getränkekarte gibt es einige Seltenheiten. Wer mal den etwas anderes als die ""Klassischen"" haben möchte ist hier prima aufgehoben! …";5.0;2022-02-27 20:30:49.920101
302;;5.0;2022-02-27 20:30:49.920121
303;Super leckeres Essen, total nette Bedingungen. Nur zu empfehlen wenn ihr in Düsseldorf seit. …;5.0;2022-02-27 20:30:49.920140
304;;4.0;2022-02-27 20:30:49.920159
305;;4.0;2022-02-27 20:30:49.920179
306;;5.0;2022-02-27 20:30:49.920198
307;;5.0;2022-02-27 20:30:49.920217
308;Burger super, Service unter aller sau!  Keinerlei Kontrolle von Imof- oder Testnachweisen, damit dass die Burger etwas …;2.0;2022-02-27 20:30:49.920237
309;;5.0;2022-02-27 20:30:49.920258
310;Sehr gute vegane Burger etc.  (Translated by Google) Very good vegan burgers etc.;5.0;2022-02-27 20:30:55.894509
311;Home made food. Birger was good although meat deserve to be thicker;4.0;2022-02-27 20:30:55.894612
312;Good burgers. Lots of options for vegetarians and vegans. Ordered lemonade, it was nice too. They only accept cash, no card payment!;4.0;2022-02-27 20:30:55.894633
313;Friendly staff, often crowded, broad selection of burgers with several veggie/vegan options. Unfortunately cash only.;4.0;2022-02-27 20:30:55.894654
314;Top laden. Extrem vegan freundlich. Nerdiges Design! Top essen. Nette Belegschafft. Immer wieder 👍 …;5.0;2022-02-27 20:30:55.894674
315;;5.0;2022-02-27 20:30:55.894694
316;Essen war sehr lecker aber haben uns dort sehr unerwünscht gefühlt, Service sehr unmotiviert …;3.0;2022-02-27 20:30:55.894714
317;Lecker 👌  (Translated by Google) Tasty 👌 …;5.0;2022-02-27 20:30:55.894734
318;War lecker, aber die Kellner geben nicht so viel Aufmerksamkeit auf die Gäste  (Translated by Google) …;4.0;2022-02-27 20:30:55.894754
319;;4.0;2022-02-27 20:30:55.894774
320;Habe selten einen so leckeren Burger gegessen. Wirklich herzhaft und sehr schmackhaft ! Auch der Service war sehr freundlich und aufmerksam  !!! Vielen Dank für den tollen Aufenthalt 👍🍔👍 …;5.0;2022-02-27 20:31:02.091464
321;War nicht das beste Mal , könnte besser sein  (Translated by Google) Wasn't the best time, could be better;1.0;2022-02-27 20:31:02.091557
322;My fellow vegetarians and vegans (and also non-vegetarians), look no further! Almost all burgers can be customized according to your choice. I loved the food and the service. They have a big variety, I tried the KO Burger. Absolute …;5.0;2022-02-27 20:31:02.091579
323;Echt cooler Laden mit toller Deko. Die Burger sind sehr kreativ und schmecken super. Geh gerne dort hin und lass mir von Chewbacca beim Essen zusehen. …;5.0;2022-02-27 20:31:02.091600
324;;4.0;2022-02-27 20:31:02.091621
325;Sehr leckeres Essen, vegane Variante zu klassischen Burgers und toller Service. Deko ist unbedingt ein highlight für Filmfans. …;5.0;2022-02-27 20:31:02.091642
326;Schöner Laden und nette Bedienung. Die Auswahl an ausgefallenen und großen Burgen ist sehr gut, für jeden Geschmack ist etwas dabei. Die Preise mit 12,- für einen großen Burger ist OK, wenn auch nicht günstig. …;3.0;2022-02-27 20:31:02.091663
327;Best burger and fries I've had so far in Düsseldorf 😍 Service is also very nice. Too bad it's not possible to pay by card, but the ATM is nearby. Hopefully they'll change this in the future, because their burgers are to die for. I would spend more if I could pay by card. …;5.0;2022-02-27 20:31:02.091684
328;The burgers were the best I've had in quite a while. The meat was tender, the bread was soft and the salads on top were fresher than the prince of Bel-Air. definitely a 10/10;5.0;2022-02-27 20:31:02.091705
329;Toller Laden, sehr leckeren Burger und eine gut Sortierte Auswahl, auch für Vegetariër. Dank den Covid Maßnahmen kann mann auch schön privat essen. Mann kann hier nicht mit Karte zahlen, was für ein Restaurant in der Landeshauptstadt …;3.0;2022-02-27 20:31:02.091727
330;Preis/Leistung super. Sympathisches Ambiente und die Speisekarte lässt einen schmunzeln. …;5.0;2022-02-27 20:31:08.446638
331;"Interesting burger combinations, great flavor! Fries are a bit overpriced for the size of the portion and ""home-made"" drinks are a bit watery though. Other than that, the staff is very friendly and the place offers in overall a good experience";4.0;2022-02-27 20:31:08.446724
332;;3.0;2022-02-27 20:31:08.446748
333;Sehr guter Burger und sehr nette Bedienung. Preis Leistung war optimal👌🏼  (Translated by Google) …;5.0;2022-02-27 20:31:08.446769
334;Bei der Suche nach einem feinen Lokal in der Düsseldorfer Innenstadt sind wir aufgrund des stylischen Auftretens zu Space Burger gegangen. Nach einer sehr freundlichen Bedienung und einer extrem großen und guten Karte …;5.0;2022-02-27 20:31:08.446789
335;;5.0;2022-02-27 20:31:08.446810
336;Ein schönes Lokal mit besonders freundlichen Mitarbeitern. Es wird demnach ein großer Wert auf Kundenservice gelegt - ebenso wird das Essen auf Wunsch jenen Kunden angepasst. …;5.0;2022-02-27 20:31:08.446831
337;Sehr gute Qualität der Burger, Service sehr freundlich . Man muss schon etwas Zeit mitbringen, da die Zubereitung der Burger schon einige Zeit in Anspruch nimmt. Dafür lohnt es sich dann aber auch. …;5.0;2022-02-27 20:31:08.446852
338;In meinem ganzen Leben habe ich noch nie so ein unappetitliches Essen zu mir genommen! Das Fleisch war wie Gummi, die Sprite zu bitter, der Burger an sich auch schlecht konstruiert, die Bedienung hat meine Pommes vergessen und die Wartezeit …;1.0;2022-02-27 20:31:08.446872
339;;5.0;2022-02-27 20:31:08.446893
340;Always my go-to place to have a filling, greasy burger in Düsseldorf. Since I am a vegetarian, usually don't have a plethora of options for burgers. But this place does justice to vegetarians and vegans, all alike. …;5.0;2022-02-27 20:31:15.146422
341;Hej, eben über Lieferando bestellt. Beide Süßkartoffelpommes waren arschkalt. Die Burger waren kalt. Der K.O. Burger Stufe scharf schmeckt nach nichts. Unabhängig von der Schärfe spreche ich hier vom Geschmack des Burgers. Das Fleisch hat …;1.0;2022-02-27 20:31:15.146508
342;Cooler Laden. Genug Auswahl und das meiste schmeckt echt gut  (Translated by Google) …;4.0;2022-02-27 20:31:15.146530
343;;5.0;2022-02-27 20:31:15.146551
344;;5.0;2022-02-27 20:31:15.146573
345;Super leckere Burger ☺️  (Translated by Google) Super delicious burgers ☺️;5.0;2022-02-27 20:31:15.146594
346;Die beste Adresse für Burger in Düsseldorf! Super leckere, ausgefallene Burger Kreationen wo für jeden was dabei ist. Frisch zubereitet und auch die vegane Optionen schmecken top. Service war auch super nett daher durchgängig …;5.0;2022-02-27 20:31:15.146615
347;;4.0;2022-02-27 20:31:15.146637
348;;3.0;2022-02-27 20:31:15.146658
349;Super burger Kreationen die einen einfach happy machen danke für die nette bedienung …;5.0;2022-02-27 20:31:15.146679
350;;5.0;2022-02-27 20:31:21.559711
351;Super nette Bedienung, die Preise sind echt fair. Das Essen schmeckt immer super und die Portionen und Burger sind sehr groß. Es gibt viel Auswahl und auch für Vegetarier und Veganer ist etwas dabei. Das …;5.0;2021-02-27 20:31:21.559802
352;"Die Bewertung bezieht sich auf einen Besuch vor dem Lockdown.  Die Innenausstattung ist leider ein wilder Wust aus ""Space""-Sachen und eher …";2.0;2021-02-27 20:31:21.559826
353;Den leckersten Burger den ich je gegessen habe. Sehr freundliches Personal. Auf jeden Fall einen Besuch wert. WARNUNG : Du wirst zum Wiederholungstäter😅 …;5.0;2021-02-27 20:31:21.559853
354;Leckere vegane Burger. Nur bitte besser die Maskenpflicht beachten.  (Translated by Google) …;4.0;2021-02-27 20:31:21.559875
355;Amazing burger place that I highly recommande. We spent a very nice evening and had very tasty burgers. The place Is also very nice, in a nice located area. Unfortunately we coul'd try all the burgers but we will definitely come a gain. Also very clean place.;5.0;2021-02-27 20:31:21.559897
356;Ausgezeichnete Burger  (Translated by Google) Excellent burgers;5.0;2021-02-27 20:31:21.559919
357;;5.0;2021-02-27 20:31:21.559941
358;;5.0;2021-02-27 20:31:21.559963
359;;5.0;2021-02-27 20:31:21.559985
360;leckere vegane Burger :)  (Translated by Google) delicious vegan burger :);5.0;2021-02-27 20:31:28.564529
361;Witziges Konzept, sehr leckere Gerichte. Gerne wieder.  (Translated by Google) …;5.0;2021-02-27 20:31:28.564630
362;Bei der Einrichtung  hatten wir uns etwas anders  vorgestellt. Aber die Burger waren gut und  es gab für jeden den Richtigen. Mitarbeiter freundlich und aufmerksam. …;4.0;2021-02-27 20:31:28.564654
363;Die Auswahl ist groß, die Burger sind lecker und für Vegetarier gibt es eine super Auswahl! Auch die Bedienung ist sehr nett und die Deko sehr schön! …;5.0;2021-02-27 20:31:28.564677
364;Sehr Lecker und auch eine große Auswahl für Vegetarier und Veganer  (Translated by Google) …;5.0;2021-02-27 20:31:28.564699
365;;3.0;2021-02-27 20:31:28.564722
366;Burger waren okay. Service war schlecht und unaufmerksam. Bestellung falsch aufgenommen & oft am Handy... …;3.0;2021-02-27 20:31:28.564745
367;;5.0;2021-02-27 20:31:28.564767
368;;5.0;2021-02-27 20:31:28.564790
369;;4.0;2021-02-27 20:31:28.564812
370;;4.0;2021-02-27 20:31:35.043731
371;Super Burger, alle mit veganen Optionen. Kartenzahlung leider erst ab 25€ was nur ein Problem war da die Preise echt super fair sind. …;4.0;2021-02-27 20:31:35.043821
372;;5.0;2021-02-27 20:31:35.043845
373;Top der Schuppen   👍🏼  (Translated by Google) Top of the scales 👍🏼 …;5.0;2021-02-27 20:31:35.043868
374;Wide range of vegan burgers to choose, super tasty and cool hipster place with the nice atmosphere. I always take some postcards from there 😄 …;5.0;2021-02-27 20:31:35.043892
375;;5.0;2021-02-27 20:31:35.043915
376;Tolle Auswahl an besonderen Burgern und sehr nettes Personal ( weil wir kurz warten mussten, wurde uns sogar eine Portion Pommes geschenkt ). Außerdem ist das Lokal interessant gestaltet. …;5.0;2021-02-27 20:31:35.043938
377;An sich ein gutes Konzept. Schöner Laden und gut abgestimmte Speisekarten in der auch vegane Alternativen angeboten werden. Die hausgemachten Getränke und die Side-Orders sind auch lecker. …;2.0;2021-02-27 20:31:35.043961
378;Guter Service, sehr leckere vegane Burger, weitere tolle vegane Optionen. Je nach dem wie voll es ist, sind die Wartezeiten länger. …;5.0;2021-02-27 20:31:35.043985
379;Sehr lecker, tolle Auswahl. Schön ewig in der gleichen Qualität.  (Translated by Google) …;4.0;2021-02-27 20:31:35.044008
380;Einer der besten Burger die ich hatte. Super tolles Personal. Wir waren 6 Personen und haben unser Essen schneller als erwartet bekommen und alles war super hochwertig und lecker! Wir kommen auf jeden Fall wieder! 💖 …;5.0;2021-02-27 20:31:42.183600
381;;4.0;2021-02-27 20:31:42.183713
382;;5.0;2021-02-27 20:31:42.183738
383;Leckere Burger und schöner Laden. Leider kann ich nur einen Stern geben, weil es keine Kartenzahlung gibt außer wenn man 30 €  zusammen bekommt! Diese kann man aber nicht mit einer VISA Karte …;1.0;2021-02-27 20:31:42.183762
384;;5.0;2021-02-27 20:31:42.183785
385;Das war ein Genuss-Erlebnis für Augen und Gaumen! Für meinen Sohn gab es alles in der veganen Variante, auch er war happy! Ich würde mehr als 5 Sterne vergeben, wenn ich könnte! Die hausgemachte Limo ist auch wundervoll erfrischend und …;5.0;2021-02-27 20:31:42.183809
386;;5.0;2021-02-27 20:31:42.183833
387;Super lecker, Preis-Leistung Top! Eine Pommes wurde vergessen aber dafür wurde sofort eine Entscheidung erbracht und der Preis angepasst. Trotzdem vollem Laden, keine lange Wartezeiten …;5.0;2021-02-27 20:31:42.183856
388;Burger sind okay. Bedienung war freundlich und preislich in Ordnung.  (Translated by Google) …;3.0;2021-02-27 20:31:42.183880
389;;5.0;2021-02-27 20:31:42.183904
390;Good burgers and ambience. Very good for vegetarians..;5.0;2021-02-27 20:31:48.902887
391;(Translated by Google) When I go to Dusseldorf I always go there and I love it, there is one dish in particular that I always get. Unfortunately I have to edit the review because …;4.0;2021-02-27 20:31:48.902988
392;;4.0;2021-02-27 20:31:48.903013
393;could be good for you but I had a very bad experience here, they had some confusion regarding our order and they messed up with whatever I ordered, not worth spending 10 euro for a burger;1.0;2021-02-27 20:31:48.903037
394;;2.0;2021-02-27 20:31:48.903061
395;;5.0;2021-02-27 20:31:48.903086
396;;4.0;2021-02-27 20:31:48.903110
397;Family burger bar with a great selection of unique burgers for all diets. The inside feels like a 70s diner with a space theme.;5.0;2021-02-27 20:31:48.903134
398;;5.0;2021-02-27 20:31:48.903159
399;;5.0;2021-02-27 20:31:48.903183
400;Sehr sehr leckere Burger, besonders der Teriyakiburger. Ich war dort das erste mal 2019 am Tag der Büchermeile und wir haben zu viert einen tollen Tisch bekommen und durften uns aus der riesigen Burgerauswahl etwas aussuchen. Die Kartoffelwedges schmecken sehr lecker, die Dips ebenfalls. Der Teriyakiburger ist einfach der Wahnsinn. Deshalb habe ich meinen Partner dorthin ausgeführt nur leider gab es an genau dem Tag diesen nicht, ist aber kein Drama denn dann kommen wir einfach gerne wieder und versuchen es erneut. Die Getränkepreise sind human und die Bedienung freundlich. Mir gefällt die Innenausstattung sehr gut. Schade finde ich, dass man nicht mit EC-Karte zahlen kann und ich deshalb um die Ecke an einen kostenpflichten Automaten (weil Fremdbank) gehen musste. Ansonsten gerne wieder!  (Translated by Google) Very very tasty burgers, especially the teriyaki burger. I was there for the first time in 2019 on the day of the book mile and the four of us got a great table and were allowed to choose something from the huge selection of burgers. The potato wedges are delicious, as are the dips. The teriyaki burger is just amazing. That's why I took my partner there, but unfortunately there wasn't one on the exact day, but it's no drama because then we'll just be happy to come back and try again. The drink prices are humane and the service friendly. I like the interior design very much. I think it's a pity that you can't pay with an EC card and that I therefore had to go to a fee-based machine around the corner (because it's a third-party bank). Otherwise gladly again!;4.0;2021-02-27 20:32:02.373713
401;+ Größe der Portion ist gut + Essen kam schnell + Burger und Pommes/Wedges waren lecker + Preis-Leistung in Ordnung (haben für 4 Personen 80€ bezahlt mit mehreren Getränken, Dips,...) + freundlicher Kellner  - keine Kartenzahlung möglich - Burger und Pommes hätten ruhig was wärmer sein können - etwas länger gebraucht, bis wer kam um Bestellung aufzunehmen  + / - große Burgerauswahl, wir waren etwas erschlagen von den vielen verschiedenen  Burgern, wobei manche gefühlt nur eine Zutat mehr oder weniger drauf hatten und dann ein komplett neuer Burger war. Andere wird die Auswahl dennoch freuen.  (Translated by Google) + Portion size is good + Food came quickly + Burger and fries/wedges were tasty + Value for money in order (paid €80 for 4 people with several drinks, dips,...) + friendly waiter  - no card payment possible - Burger and fries could have been a little warmer - Took a little longer until someone came to take the order  + / - large selection of burgers, we were a bit overwhelmed by the many different burgers, with some feeling just one more ingredient or less on it and then it was a completely new burger. Others will still be happy with the selection.;4.0;2021-02-27 20:32:02.373814
402;Die Bürger bei Space Burger sind ganz lecker. Es hat einwenig gedauert bis der Burger bei uns am Tischwar aber das Personal war sehr nett. Beim nächsten mal etwas schneller dann gibt es auch 5 Sterne. Preislich liegen wir im Durchschnitt, hat ber trotzdem sehr Lecker geschmeckt  (Translated by Google) The citizens at Space Burger are quite tasty. It took a while for the burger to get to our table, but the staff was very nice. Next time a little faster then there are also 5 stars. In terms of price, we are on average, but it still tasted very tasty;4.0;2021-02-27 20:32:02.373840
403;;5.0;2021-02-27 20:32:02.373865
404;;4.0;2021-02-27 20:32:02.373890
405;Sehr leckere Burger  (Translated by Google) Very tasty burgers;5.0;2021-02-27 20:32:02.373914
406;;5.0;2021-02-27 20:32:02.373939
407;Der Burger war echt klasse, alles andere leider nicht. Wir warteten insgesamt 1h auf unser Essen. Deswegen nur 2 Sterne.  (Translated by Google) The burger was really great, unfortunately everything else wasn't. We waited a total of 1 hour for our food. Therefore only 2 stars.;2.0;2021-02-27 20:32:02.373964
408;Super Lokal! Schöne Dekoration! Geschmacklich überzeugt das Essen auch sehr!  (Translated by Google) Super local! Nice decoration! The taste of the food is also very convincing!;4.0;2021-02-27 20:32:02.373989
409;Keine Adresserfassung während der Corona Zeit! Der Service ist unterirdisch z.B. Getränke kommen erst nach dem Essen  (Translated by Google) No address recording during the Corona period! The service is abysmal e.g. drinks only come after the meal;1.0;2021-02-27 20:32:02.374014
